user_id,event_type,mode,department,past_user_attendance_rate,days_before_registration,reminder_sent,day_of_week,is_weekend,attended
19691,Webinar,Hybrid,Marketing,0.5,3,1,Sunday,1,1
19692,Sports,Online,Design,0.61,49,0,Tuesday,0,1
19693,Conference,Offline,Marketing,0.64,42,1,Saturday,1,0
19694,Seminar,Hybrid,Engineering,0.98,39,1,Monday,0,1
19695,Conference,Online,Engineering,0.8,21,1,Tuesday,0,1
19696,Meetup,Online,HR,0.59,16,1,Tuesday,0,1
19697,Seminar,Offline,Finance,0.61,8,0,Saturday,1,1
19698,Meetup,Hybrid,Marketing,0.24,53,0,Sunday,1,0
19699,Summit,Hybrid,Engineering,0.4,20,0,Friday,0,0
19700,Conference,Hybrid,Finance,0.41,55,0,Friday,0,0
19701,Conference,Offline,Design,0.22,54,1,Saturday,1,0
19702,Sports,Hybrid,Sales,0.16,3,1,Thursday,0,1
19703,Workshop,Offline,Design,0.97,30,1,Friday,0,1
19704,Meetup,Offline,HR,0.36,42,0,Saturday,1,0
19705,Webinar,Hybrid,Design,0.54,12,0,Friday,0,1
19706,Summit,Offline,Finance,0.64,11,1,Tuesday,0,1
19707,Meetup,Hybrid,Marketing,0.49,20,1,Saturday,1,0
19708,Cultural,Hybrid,Sales,0.48,30,1,Friday,0,0
19709,Summit,Offline,Marketing,0.62,45,0,Friday,0,1
19710,Webinar,Online,Finance,0.61,51,1,Thursday,0,1
19711,Conference,Online,Design,0.97,21,1,Tuesday,0,1
19712,Webinar,Hybrid,Engineering,0.38,10,0,Thursday,0,1
19713,Workshop,Hybrid,Design,0.11,51,1,Tuesday,0,0
19714,Workshop,Hybrid,Engineering,0.41,53,0,Saturday,1,1
19715,Training,Hybrid,Engineering,0.2,48,0,Saturday,1,1
19716,Conference,Offline,Sales,0.85,7,1,Sunday,1,0
19717,Sports,Hybrid,Finance,0.17,10,0,Tuesday,0,0
19718,Conference,Online,Operations,0.94,7,1,Saturday,1,1
19719,Meetup,Online,Engineering,0.96,31,1,Wednesday,0,1
19720,Webinar,Hybrid,Engineering,0.59,30,1,Sunday,1,1
19721,Cultural,Online,HR,0.4,40,0,Sunday,1,0
19722,Webinar,Offline,Sales,0.51,4,1,Tuesday,0,1
19723,Summit,Online,Sales,0.99,4,0,Friday,0,1
19724,Summit,Offline,Operations,0.18,14,1,Sunday,1,0
19725,Workshop,Online,Marketing,0.94,12,1,Tuesday,0,1
19726,Cultural,Offline,Design,0.14,48,0,Thursday,0,0
19727,Seminar,Online,Marketing,0.74,43,0,Sunday,1,1
19728,Conference,Offline,Finance,0.9,38,1,Saturday,1,1
19729,Workshop,Online,HR,0.25,42,0,Wednesday,0,0
19730,Conference,Online,Engineering,0.12,40,1,Saturday,1,0
19731,Seminar,Hybrid,Design,0.22,42,1,Friday,0,0
19732,Training,Offline,Operations,0.61,41,0,Monday,0,0
19733,Conference,Online,Finance,0.5,7,1,Monday,0,1
19734,Seminar,Online,HR,0.33,29,0,Monday,0,0
19735,Conference,Online,Leadership,0.56,22,1,Tuesday,0,1
19736,Seminar,Online,Marketing,0.52,54,1,Tuesday,0,1
19737,Training,Hybrid,Leadership,0.22,54,1,Monday,0,0
19738,Training,Online,Engineering,0.13,39,0,Friday,0,0
19739,Summit,Offline,Marketing,0.82,5,1,Friday,0,1
19740,Meetup,Offline,Operations,0.62,1,1,Friday,0,1
19741,Meetup,Online,Marketing,0.63,55,0,Saturday,1,0
19742,Conference,Hybrid,Marketing,0.97,47,1,Thursday,0,1
19743,Cultural,Online,HR,0.49,42,0,Thursday,0,0
19744,Sports,Online,Finance,0.34,19,0,Monday,0,0
19745,Webinar,Hybrid,Operations,0.53,21,0,Wednesday,0,1
19746,Seminar,Offline,Sales,0.92,34,1,Thursday,0,1
19747,Meetup,Hybrid,HR,0.71,56,1,Friday,0,1
19748,Conference,Online,Finance,0.8,3,1,Tuesday,0,1
19749,Sports,Online,HR,0.3,53,1,Monday,0,1
19750,Training,Online,Operations,0.2,53,0,Wednesday,0,0
19751,Meetup,Hybrid,Marketing,0.54,51,1,Saturday,1,0
19752,Seminar,Online,Leadership,0.15,39,0,Saturday,1,0
19753,Conference,Offline,Leadership,0.65,29,0,Tuesday,0,0
19754,Sports,Online,Operations,0.14,28,0,Friday,0,0
19755,Seminar,Online,Marketing,0.76,26,1,Saturday,1,1
19756,Summit,Hybrid,Leadership,0.49,59,0,Wednesday,0,0
19757,Cultural,Offline,Operations,0.32,44,0,Monday,0,1
19758,Workshop,Hybrid,HR,0.91,21,0,Monday,0,1
19759,Workshop,Hybrid,Design,0.73,48,1,Friday,0,0
19760,Seminar,Offline,HR,0.59,52,0,Monday,0,0
19761,Seminar,Hybrid,Leadership,0.15,34,0,Monday,0,1
19762,Workshop,Offline,Operations,0.41,33,0,Sunday,1,0
19763,Webinar,Offline,Design,0.22,59,1,Tuesday,0,0
19764,Meetup,Offline,Sales,0.64,45,0,Wednesday,0,1
19765,Seminar,Online,Marketing,0.62,52,0,Sunday,1,0
19766,Sports,Hybrid,Design,0.25,44,1,Tuesday,0,1
19767,Seminar,Offline,Finance,0.58,59,1,Tuesday,0,1
19768,Webinar,Offline,Leadership,0.98,0,0,Wednesday,0,1
19769,Conference,Offline,Sales,0.32,18,0,Monday,0,1
19770,Sports,Hybrid,Engineering,0.65,0,0,Wednesday,0,1
19771,Workshop,Offline,Sales,0.64,46,1,Sunday,1,0
19772,Workshop,Offline,Leadership,0.3,29,1,Sunday,1,1
19773,Sports,Online,HR,0.1,57,1,Monday,0,0
19774,Summit,Offline,Finance,0.18,30,0,Friday,0,0
19775,Workshop,Hybrid,HR,0.45,14,1,Wednesday,0,1
19776,Training,Online,Leadership,0.78,27,0,Saturday,1,1
19777,Cultural,Hybrid,Design,0.52,26,0,Monday,0,1
19778,Seminar,Hybrid,Engineering,0.65,60,0,Monday,0,1
19779,Sports,Offline,Marketing,0.54,7,0,Saturday,1,1
19780,Training,Online,Operations,0.26,10,1,Sunday,1,0
19781,Seminar,Hybrid,Marketing,0.55,26,1,Saturday,1,1
19782,Conference,Online,Marketing,0.97,28,0,Thursday,0,1
19783,Webinar,Offline,HR,0.56,25,0,Wednesday,0,0
19784,Meetup,Offline,Engineering,0.19,34,1,Tuesday,0,1
19785,Cultural,Online,Leadership,0.71,21,1,Friday,0,1
19786,Cultural,Online,Finance,0.38,41,1,Friday,0,0
19787,Meetup,Hybrid,Leadership,0.87,58,1,Saturday,1,1
19788,Sports,Online,Sales,0.93,5,1,Thursday,0,1
19789,Workshop,Offline,Marketing,0.31,24,0,Saturday,1,0
19790,Meetup,Online,Design,0.41,57,0,Saturday,1,0
19791,Summit,Offline,Leadership,0.83,10,0,Sunday,1,0
19792,Sports,Offline,Operations,0.42,40,0,Thursday,0,0
19793,Workshop,Offline,Marketing,0.22,50,0,Tuesday,0,0
19794,Conference,Online,Finance,0.61,18,0,Thursday,0,0
19795,Training,Online,Finance,0.41,50,1,Wednesday,0,1
19796,Workshop,Offline,Marketing,0.71,44,0,Tuesday,0,1
19797,Seminar,Hybrid,Engineering,0.54,43,0,Tuesday,0,0
19798,Summit,Hybrid,Sales,0.58,14,0,Sunday,1,0
19799,Workshop,Hybrid,Leadership,0.91,12,0,Thursday,0,1
19800,Cultural,Hybrid,Leadership,0.17,27,0,Wednesday,0,1
19801,Training,Hybrid,Operations,0.13,5,0,Wednesday,0,0
19802,Webinar,Offline,Marketing,0.85,52,0,Sunday,1,1
19803,Seminar,Offline,Sales,0.67,12,0,Thursday,0,1
19804,Seminar,Hybrid,Engineering,0.78,29,0,Tuesday,0,0
19805,Webinar,Online,Operations,0.79,19,1,Thursday,0,1
19806,Cultural,Online,Finance,0.13,43,1,Saturday,1,1
19807,Training,Hybrid,Design,0.83,9,0,Wednesday,0,1
19808,Conference,Hybrid,Marketing,0.31,23,1,Thursday,0,0
19809,Training,Online,Leadership,0.2,33,0,Tuesday,0,0
19810,Seminar,Offline,Finance,0.82,25,0,Wednesday,0,1
19811,Meetup,Hybrid,Operations,0.98,55,0,Sunday,1,1
19812,Meetup,Offline,Design,0.12,23,1,Tuesday,0,1
19813,Webinar,Offline,Marketing,0.79,3,1,Sunday,1,1
19814,Sports,Online,Marketing,0.17,41,0,Sunday,1,0
19815,Training,Offline,HR,0.67,9,1,Saturday,1,1
19816,Workshop,Hybrid,HR,0.99,39,1,Wednesday,0,1
19817,Summit,Online,HR,0.42,43,0,Sunday,1,0
19818,Meetup,Offline,Operations,0.76,40,0,Saturday,1,1
19819,Cultural,Hybrid,Engineering,0.66,42,0,Saturday,1,1
19820,Workshop,Offline,Leadership,0.8,36,1,Saturday,1,1
19821,Training,Online,HR,0.37,16,1,Saturday,1,0
19822,Webinar,Hybrid,Design,0.34,27,1,Wednesday,0,0
19823,Training,Hybrid,Finance,0.43,19,0,Tuesday,0,1
19824,Webinar,Offline,Finance,0.77,43,1,Sunday,1,0
19825,Cultural,Hybrid,Design,0.2,23,0,Thursday,0,0
19826,Meetup,Offline,Engineering,0.97,39,1,Thursday,0,1
19827,Summit,Hybrid,Engineering,0.36,33,0,Saturday,1,1
19828,Sports,Offline,HR,0.97,0,1,Wednesday,0,1
19829,Training,Offline,Design,0.42,18,1,Sunday,1,0
19830,Cultural,Offline,Leadership,0.56,36,0,Wednesday,0,1
19831,Cultural,Offline,HR,0.66,53,1,Sunday,1,1
19832,Conference,Online,Operations,0.13,4,0,Wednesday,0,0
19833,Conference,Online,Sales,0.91,24,1,Tuesday,0,1
19834,Cultural,Offline,Finance,0.5,36,0,Thursday,0,0
19835,Workshop,Hybrid,Engineering,0.54,53,0,Saturday,1,0
19836,Summit,Offline,Design,0.71,55,1,Friday,0,0
19837,Cultural,Offline,HR,0.38,55,0,Monday,0,0
19838,Webinar,Online,Finance,0.28,53,0,Tuesday,0,0
19839,Seminar,Online,Engineering,0.9,41,1,Saturday,1,1
19840,Cultural,Online,Design,0.35,34,0,Thursday,0,0
19841,Cultural,Offline,Design,0.63,0,1,Saturday,1,1
19842,Conference,Offline,Sales,0.55,49,0,Wednesday,0,1
19843,Meetup,Hybrid,Design,0.19,32,1,Wednesday,0,0
19844,Webinar,Online,Design,0.48,43,0,Monday,0,1
19845,Meetup,Hybrid,Engineering,0.95,47,0,Thursday,0,1
19846,Webinar,Hybrid,Engineering,0.99,15,1,Sunday,1,1
19847,Conference,Hybrid,Design,0.41,23,0,Friday,0,0
19848,Seminar,Online,Finance,0.87,51,1,Saturday,1,1
19849,Seminar,Online,Leadership,0.26,12,1,Wednesday,0,1
19850,Meetup,Offline,HR,0.37,54,0,Monday,0,0
19851,Cultural,Offline,Finance,0.12,6,0,Monday,0,0
19852,Sports,Hybrid,Finance,0.32,47,0,Sunday,1,0
19853,Seminar,Offline,Marketing,0.29,33,1,Friday,0,0
19854,Conference,Hybrid,Operations,0.23,40,1,Sunday,1,0
19855,Cultural,Online,HR,0.62,33,0,Monday,0,1
19856,Training,Hybrid,Leadership,0.74,38,0,Thursday,0,1
19857,Seminar,Hybrid,HR,0.34,10,0,Sunday,1,0
19858,Workshop,Offline,Sales,1.0,31,1,Friday,0,1
19859,Cultural,Hybrid,Design,0.86,59,1,Thursday,0,1
19860,Meetup,Online,Design,0.7,15,1,Tuesday,0,1
19861,Workshop,Offline,Operations,0.85,21,0,Saturday,1,1
19862,Workshop,Offline,Design,0.68,2,1,Sunday,1,1
19863,Seminar,Online,HR,0.84,26,0,Thursday,0,1
19864,Training,Online,HR,0.83,34,1,Tuesday,0,1
19865,Meetup,Offline,Finance,0.69,28,1,Thursday,0,1
19866,Summit,Online,Finance,0.62,42,0,Friday,0,0
19867,Sports,Offline,Leadership,0.46,8,0,Thursday,0,0
19868,Summit,Offline,Design,0.74,9,1,Sunday,1,1
19869,Cultural,Offline,Sales,0.9,56,1,Tuesday,0,1
19870,Cultural,Online,Engineering,0.83,21,1,Thursday,0,1
19871,Sports,Hybrid,Leadership,0.65,13,0,Wednesday,0,1
19872,Conference,Offline,HR,0.59,25,1,Sunday,1,1
19873,Summit,Hybrid,HR,0.69,49,1,Friday,0,1
19874,Summit,Online,Operations,0.58,27,1,Wednesday,0,1
19875,Workshop,Hybrid,Operations,0.51,8,1,Sunday,1,1
19876,Meetup,Hybrid,Marketing,0.89,8,0,Thursday,0,1
19877,Webinar,Online,HR,0.36,33,1,Saturday,1,1
19878,Conference,Hybrid,Leadership,0.92,11,0,Friday,0,0
19879,Summit,Online,Engineering,0.4,55,1,Monday,0,0
19880,Workshop,Hybrid,Design,0.73,54,1,Friday,0,1
19881,Summit,Offline,Leadership,0.76,40,1,Wednesday,0,1
19882,Cultural,Online,Finance,0.27,45,0,Sunday,1,1
19883,Workshop,Offline,Operations,0.33,47,1,Monday,0,0
19884,Meetup,Hybrid,Operations,0.66,36,0,Thursday,0,1
19885,Sports,Hybrid,Finance,0.22,53,1,Friday,0,0
19886,Webinar,Online,Marketing,0.96,48,1,Tuesday,0,1
19887,Sports,Online,Leadership,0.33,6,1,Friday,0,1
19888,Webinar,Hybrid,Sales,0.67,25,1,Sunday,1,1
19889,Webinar,Hybrid,Sales,0.34,12,1,Thursday,0,0
19890,Sports,Hybrid,Engineering,0.14,29,1,Monday,0,0
19891,Cultural,Hybrid,HR,0.27,41,1,Sunday,1,1
19892,Cultural,Hybrid,Operations,0.37,54,1,Tuesday,0,1
19893,Seminar,Online,Marketing,0.91,16,0,Thursday,0,1
19894,Seminar,Online,HR,0.29,4,0,Sunday,1,0
19895,Summit,Offline,HR,0.13,59,1,Sunday,1,0
19896,Meetup,Hybrid,Operations,0.64,47,1,Sunday,1,0
19897,Cultural,Hybrid,Engineering,0.12,55,0,Thursday,0,0
19898,Meetup,Hybrid,Leadership,0.3,39,0,Monday,0,0
19899,Sports,Online,Sales,0.16,60,0,Sunday,1,0
19900,Conference,Hybrid,Leadership,0.38,13,1,Sunday,1,1
19901,Meetup,Online,Engineering,0.64,42,0,Tuesday,0,0
19902,Cultural,Offline,Operations,0.97,43,1,Sunday,1,1
19903,Training,Online,Leadership,0.1,13,1,Thursday,0,0
19904,Sports,Hybrid,Operations,0.51,11,0,Tuesday,0,1
19905,Conference,Offline,Leadership,0.3,56,1,Monday,0,0
19906,Meetup,Hybrid,Engineering,0.49,33,1,Tuesday,0,1
19907,Meetup,Hybrid,Leadership,0.73,7,1,Monday,0,1
19908,Workshop,Hybrid,Sales,0.98,60,1,Saturday,1,1
19909,Meetup,Hybrid,Leadership,0.17,52,0,Sunday,1,1
19910,Seminar,Online,Operations,0.63,1,1,Friday,0,1
19911,Summit,Online,Finance,0.46,3,0,Monday,0,1
19912,Meetup,Hybrid,Marketing,0.87,29,0,Friday,0,1
19913,Sports,Offline,Design,0.58,0,0,Wednesday,0,1
19914,Meetup,Offline,Sales,0.73,45,1,Tuesday,0,1
19915,Summit,Online,Sales,0.21,22,1,Wednesday,0,0
19916,Seminar,Hybrid,HR,0.83,59,1,Thursday,0,1
19917,Summit,Online,Engineering,0.34,16,1,Monday,0,1
19918,Conference,Online,HR,0.62,26,1,Saturday,1,1
19919,Summit,Offline,Sales,0.52,34,0,Friday,0,0
19920,Sports,Online,Operations,0.98,22,1,Sunday,1,1
19921,Meetup,Online,Finance,0.3,6,1,Sunday,1,1
19922,Workshop,Online,HR,0.87,25,0,Sunday,1,0
19923,Meetup,Hybrid,Marketing,0.98,46,1,Tuesday,0,1
19924,Seminar,Offline,Leadership,0.53,7,0,Tuesday,0,0
19925,Summit,Offline,Leadership,0.76,17,1,Sunday,1,1
19926,Meetup,Hybrid,Engineering,0.24,21,1,Saturday,1,1
19927,Meetup,Online,Operations,0.69,31,0,Sunday,1,0
19928,Webinar,Online,Marketing,0.33,30,1,Monday,0,0
19929,Cultural,Online,Design,0.24,35,1,Wednesday,0,0
19930,Summit,Hybrid,Leadership,0.15,13,1,Friday,0,0
19931,Workshop,Online,Marketing,0.12,34,0,Thursday,0,0
19932,Conference,Offline,Sales,0.9,3,1,Monday,0,1
19933,Meetup,Hybrid,Operations,0.12,39,1,Saturday,1,1
19934,Meetup,Offline,Finance,0.58,0,1,Thursday,0,1
19935,Summit,Hybrid,Engineering,0.92,4,0,Tuesday,0,1
19936,Cultural,Offline,Finance,0.31,20,0,Friday,0,1
19937,Training,Hybrid,Leadership,0.91,41,1,Friday,0,1
19938,Summit,Offline,Leadership,0.51,58,0,Sunday,1,0
19939,Meetup,Hybrid,Sales,0.19,60,0,Monday,0,0
19940,Workshop,Offline,Engineering,0.63,32,1,Wednesday,0,1
19941,Webinar,Online,HR,0.23,43,0,Monday,0,0
19942,Seminar,Hybrid,HR,0.98,30,0,Tuesday,0,1
19943,Workshop,Hybrid,Design,0.47,18,1,Wednesday,0,0
19944,Cultural,Offline,Finance,0.94,21,0,Saturday,1,1
19945,Webinar,Offline,Leadership,0.38,26,1,Sunday,1,1
19946,Cultural,Online,HR,0.78,59,1,Sunday,1,1
19947,Workshop,Online,Leadership,0.33,36,1,Friday,0,0
19948,Seminar,Hybrid,HR,0.82,4,1,Friday,0,1
19949,Training,Offline,Sales,0.29,38,0,Wednesday,0,0
19950,Summit,Offline,Sales,0.83,50,1,Sunday,1,1
19951,Conference,Online,Operations,0.38,8,0,Saturday,1,0
19952,Cultural,Online,Sales,0.29,37,0,Thursday,0,0
19953,Cultural,Offline,HR,0.51,32,0,Sunday,1,0
19954,Cultural,Hybrid,Engineering,0.21,30,0,Thursday,0,0
19955,Conference,Offline,Finance,1.0,6,0,Wednesday,0,1
19956,Sports,Hybrid,Engineering,0.86,50,0,Saturday,1,1
19957,Training,Online,Leadership,0.68,54,1,Friday,0,0
19958,Training,Hybrid,Design,0.23,44,1,Saturday,1,0
19959,Webinar,Hybrid,Marketing,0.85,44,0,Wednesday,0,1
19960,Webinar,Online,Sales,0.76,21,0,Friday,0,1
19961,Training,Hybrid,Leadership,0.29,23,1,Monday,0,1
19962,Training,Offline,Finance,0.9,37,1,Thursday,0,1
19963,Seminar,Online,Sales,0.59,34,1,Friday,0,0
19964,Cultural,Hybrid,Operations,0.66,57,0,Monday,0,1
19965,Conference,Offline,Operations,0.4,42,1,Wednesday,0,1
19966,Meetup,Online,Finance,0.55,18,0,Wednesday,0,1
19967,Training,Offline,HR,0.48,43,1,Thursday,0,0
19968,Conference,Online,Marketing,0.67,37,0,Friday,0,0
19969,Cultural,Hybrid,Leadership,0.74,12,1,Thursday,0,1
19970,Conference,Online,Design,0.45,5,0,Monday,0,0
19971,Conference,Offline,Design,0.38,27,1,Saturday,1,0
19972,Summit,Online,Marketing,0.72,55,0,Tuesday,0,0
19973,Workshop,Offline,Design,0.57,59,0,Thursday,0,1
19974,Training,Offline,Operations,0.14,33,1,Monday,0,0
19975,Webinar,Online,Leadership,0.76,34,0,Monday,0,1
19976,Webinar,Offline,Marketing,0.96,19,1,Monday,0,1
19977,Webinar,Offline,HR,0.7,52,0,Wednesday,0,1
19978,Conference,Online,HR,0.9,0,1,Saturday,1,1
19979,Cultural,Hybrid,Marketing,0.71,23,1,Sunday,1,1
19980,Webinar,Offline,Marketing,0.28,60,1,Thursday,0,1
19981,Meetup,Online,Engineering,0.7,41,1,Monday,0,1
19982,Training,Hybrid,Design,0.88,40,0,Friday,0,0
19983,Training,Online,Leadership,0.75,39,1,Sunday,1,1
19984,Meetup,Online,Finance,0.61,11,0,Wednesday,0,0
19985,Summit,Hybrid,HR,0.37,7,0,Tuesday,0,1
19986,Summit,Hybrid,Sales,0.79,53,0,Thursday,0,1
19987,Summit,Online,HR,0.93,18,1,Wednesday,0,1
19988,Training,Hybrid,Marketing,0.53,31,0,Friday,0,0
19989,Summit,Offline,HR,0.57,42,1,Monday,0,0
19990,Webinar,Offline,Operations,0.61,21,0,Saturday,1,1
19991,Webinar,Offline,Leadership,0.3,38,0,Saturday,1,0
19992,Seminar,Offline,Engineering,0.65,36,0,Sunday,1,1
19993,Meetup,Hybrid,Marketing,0.56,15,0,Thursday,0,1
19994,Meetup,Offline,Finance,0.66,9,1,Wednesday,0,1
19995,Cultural,Hybrid,Marketing,0.76,59,0,Wednesday,0,1
19996,Workshop,Online,Marketing,0.6,34,1,Monday,0,0
19997,Workshop,Offline,Finance,0.92,48,1,Friday,0,1
19998,Sports,Hybrid,Design,0.29,30,0,Tuesday,0,1
19999,Cultural,Hybrid,Operations,0.93,27,0,Tuesday,0,1
20000,Meetup,Online,Operations,0.51,24,1,Friday,0,1
20001,Webinar,Online,Design,0.59,39,0,Tuesday,0,0
20002,Webinar,Online,Finance,0.24,51,0,Monday,0,0
20003,Seminar,Hybrid,Finance,0.28,33,0,Tuesday,0,0
20004,Sports,Online,Finance,0.16,8,0,Tuesday,0,0
20005,Workshop,Offline,Marketing,0.15,30,1,Friday,0,1
20006,Training,Online,Design,0.61,46,0,Wednesday,0,1
20007,Webinar,Online,Sales,0.99,30,1,Monday,0,1
20008,Workshop,Hybrid,HR,0.95,29,1,Friday,0,1
20009,Seminar,Online,HR,0.58,35,0,Saturday,1,1
20010,Summit,Offline,Sales,0.78,31,1,Wednesday,0,1
20011,Cultural,Offline,Leadership,0.52,13,1,Friday,0,1
20012,Cultural,Hybrid,Design,0.57,59,1,Saturday,1,0
20013,Cultural,Hybrid,Engineering,0.75,4,1,Thursday,0,1
20014,Seminar,Online,Marketing,0.42,2,1,Tuesday,0,1
20015,Cultural,Hybrid,Design,0.48,8,0,Monday,0,1
20016,Webinar,Online,Finance,0.27,16,1,Thursday,0,0
20017,Seminar,Online,Sales,0.72,36,0,Saturday,1,1
20018,Cultural,Hybrid,Marketing,0.71,53,1,Tuesday,0,1
20019,Webinar,Offline,Leadership,0.21,60,1,Friday,0,0
20020,Training,Online,Marketing,0.32,24,0,Thursday,0,0
20021,Seminar,Offline,Leadership,0.55,10,1,Thursday,0,1
20022,Webinar,Hybrid,Operations,0.31,33,1,Wednesday,0,0
20023,Seminar,Online,Design,0.32,53,1,Tuesday,0,0
20024,Workshop,Offline,Finance,0.37,27,1,Saturday,1,0
20025,Webinar,Offline,Design,0.48,8,0,Sunday,1,0
20026,Sports,Online,Finance,0.29,8,0,Wednesday,0,1
20027,Sports,Hybrid,HR,0.95,27,0,Monday,0,1
20028,Conference,Online,Sales,0.3,16,0,Saturday,1,0
20029,Webinar,Online,Design,0.86,40,1,Sunday,1,1
20030,Summit,Offline,Marketing,0.9,15,0,Friday,0,1
20031,Sports,Offline,Sales,0.6,36,1,Sunday,1,0
20032,Cultural,Offline,HR,0.57,28,1,Tuesday,0,1
20033,Cultural,Online,Finance,0.9,34,1,Wednesday,0,1
20034,Meetup,Online,HR,0.7,53,1,Friday,0,0
20035,Workshop,Offline,Sales,0.29,31,0,Friday,0,0
20036,Sports,Online,Engineering,0.75,2,0,Sunday,1,1
20037,Sports,Hybrid,Sales,0.4,22,0,Monday,0,0
20038,Webinar,Offline,HR,0.66,49,1,Thursday,0,1
20039,Cultural,Offline,HR,0.54,12,0,Wednesday,0,1
20040,Training,Online,HR,0.2,49,1,Wednesday,0,0
20041,Cultural,Hybrid,Engineering,0.66,11,0,Monday,0,1
20042,Summit,Online,Finance,0.29,24,0,Thursday,0,1
20043,Workshop,Online,Operations,0.77,60,0,Friday,0,1
20044,Summit,Online,Sales,0.42,13,0,Saturday,1,0
20045,Conference,Online,Finance,0.59,23,0,Sunday,1,1
20046,Sports,Offline,Operations,0.83,1,1,Saturday,1,1
20047,Seminar,Hybrid,Engineering,0.44,11,0,Saturday,1,1
20048,Seminar,Online,Engineering,0.19,11,1,Sunday,1,1
20049,Meetup,Offline,Engineering,0.18,40,0,Monday,0,0
20050,Cultural,Offline,Design,0.48,16,1,Monday,0,0
20051,Summit,Hybrid,Design,0.62,30,1,Monday,0,1
20052,Meetup,Hybrid,Leadership,0.64,3,0,Saturday,1,1
20053,Summit,Offline,Leadership,0.48,17,1,Monday,0,1
20054,Seminar,Online,Finance,0.74,40,0,Thursday,0,1
20055,Cultural,Online,Finance,0.85,6,1,Tuesday,0,1
20056,Workshop,Hybrid,Operations,0.21,12,0,Wednesday,0,0
20057,Cultural,Hybrid,Marketing,0.19,0,0,Monday,0,0
20058,Conference,Offline,Finance,0.16,5,0,Wednesday,0,0
20059,Training,Offline,Marketing,0.94,38,0,Tuesday,0,1
20060,Summit,Offline,Marketing,0.21,2,1,Monday,0,0
20061,Cultural,Offline,Sales,0.9,28,1,Monday,0,1
20062,Webinar,Hybrid,Finance,0.6,8,1,Tuesday,0,1
20063,Webinar,Online,Operations,0.91,53,0,Wednesday,0,1
20064,Sports,Offline,Operations,0.48,15,1,Wednesday,0,1
20065,Workshop,Hybrid,Finance,0.53,10,1,Tuesday,0,0
20066,Webinar,Online,Operations,0.75,2,0,Monday,0,1
20067,Training,Hybrid,Engineering,0.58,19,0,Tuesday,0,1
20068,Cultural,Hybrid,Sales,0.69,51,1,Friday,0,0
20069,Sports,Offline,Engineering,0.27,23,1,Monday,0,0
20070,Training,Offline,Finance,0.47,6,1,Saturday,1,0
20071,Summit,Offline,HR,0.19,40,1,Friday,0,1
20072,Training,Hybrid,Finance,0.47,15,0,Saturday,1,0
20073,Seminar,Online,Operations,0.76,41,1,Wednesday,0,0
20074,Seminar,Online,Leadership,0.96,22,0,Sunday,1,1
20075,Conference,Online,Operations,1.0,44,1,Monday,0,1
20076,Seminar,Offline,Engineering,0.59,14,0,Wednesday,0,1
20077,Meetup,Hybrid,Finance,0.75,4,0,Saturday,1,1
20078,Workshop,Hybrid,HR,0.14,39,1,Saturday,1,1
20079,Sports,Hybrid,Leadership,0.86,29,1,Sunday,1,1
20080,Webinar,Offline,HR,0.16,47,0,Sunday,1,0
20081,Training,Hybrid,Design,0.57,51,0,Wednesday,0,0
20082,Summit,Offline,Marketing,0.12,50,1,Sunday,1,0
20083,Meetup,Online,Sales,0.71,39,0,Thursday,0,0
20084,Conference,Offline,Design,0.34,1,1,Monday,0,0
20085,Summit,Offline,Finance,0.38,17,1,Sunday,1,1
20086,Conference,Offline,Leadership,0.89,39,1,Friday,0,1
20087,Summit,Offline,Leadership,0.24,44,1,Wednesday,0,1
20088,Summit,Hybrid,Operations,0.96,38,1,Thursday,0,1
20089,Webinar,Online,Finance,0.36,35,1,Sunday,1,0
20090,Meetup,Online,Marketing,0.69,44,0,Thursday,0,0
20091,Conference,Hybrid,Leadership,0.82,0,1,Friday,0,1
20092,Training,Online,HR,0.77,49,0,Monday,0,1
20093,Summit,Online,Engineering,0.12,30,0,Tuesday,0,0
20094,Workshop,Online,Finance,0.73,59,1,Tuesday,0,1
20095,Cultural,Online,Sales,0.11,16,1,Tuesday,0,0
20096,Cultural,Online,Design,0.24,8,0,Wednesday,0,0
20097,Sports,Offline,Design,0.25,31,1,Tuesday,0,0
20098,Webinar,Offline,Engineering,0.89,40,0,Sunday,1,1
20099,Workshop,Online,Sales,0.23,45,1,Sunday,1,0
20100,Training,Offline,Design,0.67,8,1,Thursday,0,1
20101,Cultural,Offline,Sales,0.33,37,0,Saturday,1,0
20102,Webinar,Offline,Sales,0.94,46,1,Monday,0,1
20103,Seminar,Online,Engineering,0.88,8,0,Tuesday,0,1
20104,Training,Offline,Leadership,0.41,52,1,Monday,0,1
20105,Conference,Online,Leadership,0.75,46,1,Thursday,0,1
20106,Sports,Online,Marketing,0.45,26,1,Thursday,0,1
20107,Webinar,Hybrid,Operations,0.12,8,0,Friday,0,0
20108,Seminar,Offline,Engineering,0.77,40,0,Wednesday,0,1
20109,Summit,Online,Design,0.72,3,0,Friday,0,0
20110,Cultural,Hybrid,Design,0.55,52,1,Thursday,0,0
20111,Meetup,Offline,Design,0.73,4,1,Friday,0,1
20112,Conference,Hybrid,Design,0.26,16,0,Thursday,0,1
20113,Training,Offline,Operations,0.24,17,0,Thursday,0,0
