event_id,event_name,event_type,mode,department,registrations,event_date,day_of_week,is_weekend,duration_hours,speaker_rating,reminder_sent,past_attendance_rate,weather,ticket_price,location_capacity,actual_attendance
11586,Event_11586,Summit,Online,Engineering,411,2023-04-21,Friday,0,2.3,1.8,0,0.9,Rainy,0,171,329
11587,Event_11587,Workshop,Hybrid,Operations,263,2022-03-13,Sunday,1,2.4,4.7,0,0.33,Stormy,130.85,528,128
11588,Event_11588,Cultural,Online,Engineering,132,2023-07-08,Saturday,1,4.6,4.3,1,0.68,Clear,194.33,689,128
11589,Event_11589,Summit,Offline,Engineering,222,2022-05-11,Wednesday,0,2.9,2.6,0,0.78,Snowy,0,645,172
11590,Event_11590,Seminar,Hybrid,Leadership,378,2022-11-19,Saturday,1,2.1,1.5,0,0.89,Cloudy,67.62,663,354
11591,Event_11591,Conference,Online,HR,109,2023-07-22,Saturday,1,1.4,1.2,1,0.82,Stormy,0,452,99
11592,Event_11592,Conference,Online,Leadership,224,2023-04-20,Thursday,0,4.5,2.0,1,0.79,Stormy,35.51,538,191
11593,Event_11593,Workshop,Hybrid,Engineering,385,2022-03-31,Thursday,0,3.9,4.8,0,0.91,Cloudy,178.28,88,365
11594,Event_11594,Summit,Hybrid,Leadership,71,2022-10-17,Monday,0,1.9,4.7,0,0.7,Stormy,148.02,789,58
11595,Event_11595,Seminar,Hybrid,Engineering,227,2024-04-07,Sunday,1,0.7,3.1,0,0.33,Rainy,31.56,650,72
11596,Event_11596,Seminar,Hybrid,Operations,232,2022-10-04,Tuesday,0,6.3,3.8,0,0.9,Cloudy,52.45,372,210
11597,Event_11597,Conference,Hybrid,Engineering,427,2024-06-02,Sunday,1,6.1,4.7,0,0.67,Rainy,104.03,169,308
11598,Event_11598,Conference,Online,HR,304,2024-03-25,Monday,0,7.6,4.6,1,0.31,Cloudy,145.65,135,128
11599,Event_11599,Meetup,Offline,Design,577,2022-08-31,Wednesday,0,2.3,4.9,0,0.38,Snowy,72.02,327,252
11600,Event_11600,Conference,Online,Design,72,2022-09-19,Monday,0,5.8,2.6,0,0.82,Rainy,21.79,226,56
11601,Event_11601,Sports,Offline,Finance,470,2022-08-30,Tuesday,0,5.9,4.5,1,0.69,Clear,0,648,444
11602,Event_11602,Workshop,Hybrid,Marketing,143,2023-01-03,Tuesday,0,3.1,4.9,1,0.47,Stormy,0,304,80
11603,Event_11603,Meetup,Hybrid,Finance,325,2023-08-28,Monday,0,3.6,4.3,0,0.49,Clear,0,89,173
11604,Event_11604,Meetup,Online,Engineering,257,2023-04-01,Saturday,1,6.0,3.0,0,0.68,Stormy,0,706,203
11605,Event_11605,Seminar,Hybrid,HR,143,2024-02-14,Wednesday,0,7.7,3.4,0,0.46,Rainy,0,261,53
11606,Event_11606,Meetup,Offline,Finance,245,2023-02-27,Monday,0,6.8,3.7,1,0.9,Clear,172.21,508,236
11607,Event_11607,Webinar,Offline,Engineering,391,2022-03-26,Saturday,1,6.1,4.2,1,0.82,Cloudy,105.8,467,370
11608,Event_11608,Cultural,Offline,HR,330,2023-06-05,Monday,0,2.2,3.1,1,0.79,Rainy,0,607,293
11609,Event_11609,Webinar,Online,Sales,233,2023-10-28,Saturday,1,2.0,4.1,0,0.5,Snowy,160.83,94,174
11610,Event_11610,Meetup,Hybrid,Design,173,2022-03-07,Monday,0,2.0,3.1,0,0.58,Stormy,95.15,296,101
11611,Event_11611,Workshop,Offline,Finance,536,2022-12-01,Thursday,0,5.3,2.7,1,0.7,Stormy,0,79,82
11612,Event_11612,Workshop,Online,Marketing,316,2023-05-26,Friday,0,1.0,3.5,1,0.5,Rainy,0,573,143
11613,Event_11613,Webinar,Online,Sales,341,2023-10-17,Tuesday,0,7.7,3.7,1,0.62,Clear,0,515,267
11614,Event_11614,Sports,Hybrid,Engineering,470,2024-01-03,Wednesday,0,6.1,2.6,0,0.81,Clear,151.35,552,449
11615,Event_11615,Workshop,Offline,Sales,96,2023-01-24,Tuesday,0,5.6,2.2,0,0.63,Cloudy,3.86,384,57
11616,Event_11616,Seminar,Online,Sales,358,2022-06-07,Tuesday,0,5.9,2.8,0,0.94,Snowy,36.99,306,332
11617,Event_11617,Workshop,Online,Sales,339,2023-08-13,Sunday,1,4.9,1.8,0,0.53,Clear,80.63,572,216
11618,Event_11618,Cultural,Online,Operations,592,2022-11-30,Wednesday,0,6.4,4.3,0,0.72,Cloudy,2.8,253,541
11619,Event_11619,Sports,Hybrid,Leadership,169,2024-05-05,Sunday,1,6.0,1.9,1,0.36,Snowy,0,363,110
11620,Event_11620,Meetup,Offline,Marketing,499,2022-07-05,Tuesday,0,1.8,3.9,0,0.56,Snowy,0,617,278
11621,Event_11621,Training,Offline,Leadership,555,2022-06-21,Tuesday,0,7.2,3.9,1,0.7,Stormy,79.78,679,417
11622,Event_11622,Cultural,Hybrid,Sales,48,2022-02-27,Sunday,1,5.9,3.6,1,0.87,Cloudy,30.19,774,43
11623,Event_11623,Sports,Offline,Engineering,202,2023-07-03,Monday,0,0.6,3.1,1,0.41,Clear,22.8,391,124
11624,Event_11624,Sports,Offline,Sales,362,2023-03-27,Monday,0,7.6,1.4,0,0.78,Clear,0,614,336
11625,Event_11625,Meetup,Hybrid,Operations,305,2023-04-14,Friday,0,0.5,4.2,1,0.88,Clear,0,166,292
11626,Event_11626,Sports,Hybrid,Design,403,2022-12-14,Wednesday,0,3.5,2.8,0,0.61,Rainy,0,104,262
11627,Event_11627,Seminar,Online,Engineering,508,2022-07-28,Thursday,0,4.9,2.9,0,0.54,Snowy,169.62,764,275
11628,Event_11628,Sports,Hybrid,Operations,477,2024-06-06,Thursday,0,1.2,2.2,1,0.88,Clear,0,206,454
11629,Event_11629,Training,Offline,Finance,311,2022-07-30,Saturday,1,2.1,2.8,0,0.57,Snowy,183.73,259,203
11630,Event_11630,Sports,Hybrid,Finance,430,2022-02-04,Friday,0,3.3,1.4,0,0.39,Snowy,0,738,235
11631,Event_11631,Meetup,Offline,Engineering,58,2023-11-07,Tuesday,0,4.4,4.8,1,0.59,Cloudy,0,741,43
11632,Event_11632,Workshop,Offline,Leadership,578,2024-01-13,Saturday,1,7.7,2.2,1,0.98,Snowy,0,134,135
11633,Event_11633,Summit,Online,Leadership,380,2023-09-16,Saturday,1,5.5,4.0,1,0.98,Rainy,163.77,716,366
11634,Event_11634,Webinar,Online,Marketing,218,2023-02-21,Tuesday,0,6.1,1.9,0,0.75,Stormy,0,324,190
11635,Event_11635,Webinar,Offline,Operations,575,2022-03-22,Tuesday,0,3.2,1.5,1,0.57,Clear,0,612,419
11636,Event_11636,Seminar,Offline,Sales,74,2024-02-20,Tuesday,0,7.5,4.1,1,0.5,Cloudy,141.54,632,41
11637,Event_11637,Cultural,Hybrid,Marketing,140,2024-04-07,Sunday,1,2.4,3.8,1,0.59,Rainy,194.14,527,111
11638,Event_11638,Training,Offline,Sales,570,2024-06-19,Wednesday,0,7.4,4.6,0,0.96,Rainy,144.58,556,517
11639,Event_11639,Summit,Hybrid,Operations,189,2024-01-29,Monday,0,6.8,1.3,1,0.8,Cloudy,0,793,165
11640,Event_11640,Cultural,Hybrid,Marketing,313,2024-05-05,Sunday,1,7.1,3.7,0,0.55,Cloudy,0,244,253
11641,Event_11641,Cultural,Hybrid,Engineering,554,2023-09-27,Wednesday,0,5.1,4.4,1,0.35,Rainy,170.05,561,278
11642,Event_11642,Seminar,Offline,Sales,75,2024-06-19,Wednesday,0,4.3,2.6,1,0.7,Snowy,37.79,738,56
11643,Event_11643,Conference,Offline,Marketing,360,2022-09-17,Saturday,1,3.5,3.5,0,0.86,Clear,158.64,724,346
11644,Event_11644,Conference,Online,Operations,579,2022-07-07,Thursday,0,2.9,1.6,0,0.81,Cloudy,0,238,465
11645,Event_11645,Sports,Online,Engineering,582,2022-12-06,Tuesday,0,0.9,3.5,0,0.55,Snowy,0,519,408
11646,Event_11646,Seminar,Offline,Engineering,454,2024-01-06,Saturday,1,7.4,4.5,1,0.96,Rainy,116.32,648,429
11647,Event_11647,Conference,Hybrid,Engineering,201,2023-06-25,Sunday,1,7.8,1.4,0,0.58,Cloudy,0,567,141
11648,Event_11648,Webinar,Hybrid,Sales,575,2023-03-08,Wednesday,0,7.0,4.7,1,0.78,Clear,96.06,782,545
11649,Event_11649,Meetup,Online,Design,397,2024-05-04,Saturday,1,3.2,1.8,1,0.63,Cloudy,175.28,661,311
11650,Event_11650,Webinar,Hybrid,Leadership,179,2022-01-05,Wednesday,0,5.0,4.8,1,0.83,Clear,171.38,299,169
11651,Event_11651,Webinar,Offline,HR,246,2022-11-24,Thursday,0,6.6,4.3,0,0.92,Snowy,0,301,236
11652,Event_11652,Summit,Hybrid,Finance,404,2023-08-14,Monday,0,1.1,3.0,0,0.48,Rainy,128.96,560,152
11653,Event_11653,Summit,Offline,Design,474,2022-10-17,Monday,0,6.3,5.0,1,0.6,Cloudy,0,774,336
11654,Event_11654,Training,Online,Engineering,518,2023-10-31,Tuesday,0,6.0,4.5,0,0.83,Rainy,173.36,344,405
11655,Event_11655,Training,Offline,Sales,463,2022-04-21,Thursday,0,4.0,1.9,0,0.87,Cloudy,57.43,704,401
11656,Event_11656,Meetup,Online,Operations,198,2022-12-24,Saturday,1,1.7,4.7,0,0.86,Rainy,148.32,88,180
11657,Event_11657,Meetup,Online,HR,104,2024-01-24,Wednesday,0,6.3,2.8,1,0.7,Cloudy,120.38,680,77
11658,Event_11658,Sports,Offline,Sales,290,2023-10-19,Thursday,0,6.2,4.4,1,0.79,Clear,174.26,688,278
11659,Event_11659,Conference,Hybrid,Engineering,568,2024-03-03,Sunday,1,4.6,2.4,1,0.91,Stormy,0,540,540
11660,Event_11660,Conference,Online,Operations,126,2023-07-04,Tuesday,0,6.2,3.3,0,0.33,Snowy,177.96,661,43
11661,Event_11661,Webinar,Hybrid,Operations,450,2023-08-21,Monday,0,7.0,3.7,0,0.43,Rainy,158.95,483,195
11662,Event_11662,Summit,Hybrid,Operations,567,2023-02-09,Thursday,0,7.8,1.4,1,0.7,Clear,0,385,430
11663,Event_11663,Conference,Online,HR,52,2023-05-23,Tuesday,0,5.9,4.5,0,0.36,Clear,0,76,23
11664,Event_11664,Webinar,Offline,HR,228,2024-05-10,Friday,0,7.0,3.4,1,0.72,Rainy,0,680,178
11665,Event_11665,Workshop,Hybrid,Leadership,566,2023-05-01,Monday,0,5.4,2.4,1,0.54,Rainy,174.4,119,272
11666,Event_11666,Summit,Offline,Design,28,2023-03-13,Monday,0,5.5,4.8,0,0.47,Clear,174.12,232,16
11667,Event_11667,Summit,Online,Leadership,500,2024-04-11,Thursday,0,5.6,2.0,1,0.64,Rainy,168.06,85,300
11668,Event_11668,Sports,Online,Finance,335,2023-07-27,Thursday,0,7.8,3.0,0,0.98,Snowy,8.89,525,319
11669,Event_11669,Cultural,Offline,Marketing,566,2022-08-27,Saturday,1,4.8,1.4,1,0.87,Cloudy,47.98,67,65
11670,Event_11670,Workshop,Hybrid,Leadership,455,2022-03-26,Saturday,1,5.6,1.7,0,0.69,Stormy,0,572,359
11671,Event_11671,Seminar,Online,Finance,246,2024-03-15,Friday,0,4.5,2.5,0,0.82,Stormy,0,568,202
11672,Event_11672,Webinar,Offline,Design,111,2022-09-18,Sunday,1,3.1,3.7,0,0.97,Rainy,0,496,104
11673,Event_11673,Sports,Offline,Finance,197,2022-09-22,Thursday,0,5.7,2.4,1,0.7,Clear,97.21,109,113
11674,Event_11674,Workshop,Online,Sales,472,2024-06-19,Wednesday,0,7.7,1.5,1,0.39,Clear,0,48,207
11675,Event_11675,Meetup,Hybrid,Sales,104,2024-01-08,Monday,0,7.6,1.6,1,0.92,Stormy,0,412,101
11676,Event_11676,Cultural,Online,Design,241,2024-02-16,Friday,0,7.4,3.7,1,0.7,Rainy,0,548,190
11677,Event_11677,Training,Online,Marketing,85,2024-02-19,Monday,0,2.0,1.0,1,0.81,Clear,171.12,629,76
11678,Event_11678,Meetup,Online,Sales,208,2023-06-16,Friday,0,8.0,4.6,0,0.93,Clear,0,794,195
11679,Event_11679,Meetup,Hybrid,Sales,377,2022-09-08,Thursday,0,7.8,3.7,0,0.43,Clear,183.05,471,165
11680,Event_11680,Summit,Online,Design,324,2024-02-03,Saturday,1,7.9,4.5,1,0.33,Clear,22.65,458,168
11681,Event_11681,Sports,Offline,Leadership,151,2023-06-13,Tuesday,0,0.5,1.3,1,0.32,Cloudy,0,258,77
11682,Event_11682,Meetup,Online,Design,51,2024-04-07,Sunday,1,7.5,3.8,1,0.46,Snowy,0,168,30
11683,Event_11683,Conference,Online,Operations,250,2022-06-21,Tuesday,0,1.5,2.4,0,0.79,Clear,194.94,394,193
11684,Event_11684,Seminar,Online,Sales,499,2022-10-18,Tuesday,0,7.3,1.7,1,0.36,Clear,186.83,277,208
11685,Event_11685,Meetup,Hybrid,Engineering,309,2024-01-20,Saturday,1,2.6,3.8,1,0.56,Rainy,177.43,189,185
11686,Event_11686,Seminar,Hybrid,Leadership,495,2024-05-31,Friday,0,1.2,4.5,1,0.54,Snowy,0,42,321
11687,Event_11687,Sports,Online,Sales,356,2022-09-01,Thursday,0,6.6,4.2,1,0.55,Snowy,48.4,682,286
11688,Event_11688,Conference,Hybrid,Sales,303,2023-01-20,Friday,0,5.0,3.9,1,0.84,Rainy,0,771,243
11689,Event_11689,Meetup,Hybrid,Leadership,104,2023-04-08,Saturday,1,6.3,4.1,0,0.51,Clear,0,363,66
11690,Event_11690,Webinar,Online,Finance,218,2022-12-03,Saturday,1,3.4,1.9,1,0.93,Clear,0,785,212
11691,Event_11691,Conference,Offline,HR,47,2023-12-13,Wednesday,0,0.7,4.1,1,0.39,Snowy,0,336,28
11692,Event_11692,Summit,Online,Operations,57,2022-06-26,Sunday,1,3.3,1.4,1,0.58,Clear,88.29,480,44
11693,Event_11693,Training,Online,Engineering,399,2022-01-23,Sunday,1,7.0,4.5,1,0.49,Stormy,158.86,496,279
11694,Event_11694,Training,Hybrid,HR,365,2024-04-30,Tuesday,0,2.0,1.6,0,0.51,Snowy,0,725,184
11695,Event_11695,Conference,Online,Finance,491,2023-10-24,Tuesday,0,7.0,3.0,1,0.55,Snowy,167.45,543,290
11696,Event_11696,Training,Hybrid,Design,225,2024-01-10,Wednesday,0,6.9,2.4,0,0.43,Rainy,0,795,69
11697,Event_11697,Cultural,Hybrid,Sales,274,2024-05-11,Saturday,1,2.9,1.4,0,0.35,Cloudy,0,32,169
11698,Event_11698,Meetup,Offline,Leadership,197,2023-04-06,Thursday,0,7.1,3.5,0,0.7,Clear,24.98,156,132
11699,Event_11699,Workshop,Offline,Sales,491,2023-06-12,Monday,0,0.8,3.1,0,0.89,Clear,143.09,427,430
11700,Event_11700,Meetup,Offline,HR,385,2022-02-02,Wednesday,0,7.4,3.4,1,0.58,Snowy,66.86,657,239
11701,Event_11701,Meetup,Hybrid,Sales,98,2023-11-13,Monday,0,1.0,2.0,0,0.76,Stormy,0,474,72
11702,Event_11702,Sports,Offline,HR,446,2023-01-14,Saturday,1,5.7,3.0,0,0.6,Clear,26.94,239,241
11703,Event_11703,Cultural,Hybrid,Marketing,504,2023-09-06,Wednesday,0,4.3,3.6,1,0.79,Cloudy,166.2,170,479
11704,Event_11704,Training,Hybrid,Sales,472,2022-10-08,Saturday,1,5.8,3.5,1,0.73,Stormy,0,245,418
11705,Event_11705,Conference,Online,Design,524,2022-04-20,Wednesday,0,2.4,2.6,1,0.87,Stormy,19.85,599,486
11706,Event_11706,Webinar,Offline,Sales,447,2022-04-21,Thursday,0,4.0,3.9,0,0.86,Snowy,185.89,162,159
11707,Event_11707,Cultural,Online,Design,469,2024-02-29,Thursday,0,1.5,3.9,0,0.56,Cloudy,0,493,335
11708,Event_11708,Workshop,Hybrid,Marketing,147,2022-12-22,Thursday,0,2.0,3.8,0,0.55,Stormy,178.37,235,85
11709,Event_11709,Workshop,Offline,Finance,515,2022-07-06,Wednesday,0,2.5,3.8,0,0.92,Snowy,56.95,651,470
11710,Event_11710,Sports,Offline,HR,577,2023-11-19,Sunday,1,4.2,2.5,1,0.95,Cloudy,0,550,545
11711,Event_11711,Workshop,Hybrid,Design,230,2023-12-19,Tuesday,0,3.2,2.4,0,0.94,Clear,41.72,240,218
11712,Event_11712,Training,Online,Finance,130,2024-06-10,Monday,0,0.9,2.9,0,0.78,Cloudy,53.76,176,97
11713,Event_11713,Conference,Online,Operations,64,2024-02-22,Thursday,0,2.6,2.2,1,0.7,Snowy,71.62,498,43
11714,Event_11714,Webinar,Offline,Operations,154,2024-02-12,Monday,0,1.8,4.0,1,0.35,Stormy,0,335,77
11715,Event_11715,Training,Online,HR,179,2022-02-10,Thursday,0,4.7,2.8,1,0.51,Cloudy,12.86,260,95
11716,Event_11716,Summit,Online,Engineering,514,2022-12-17,Saturday,1,2.2,3.9,1,0.81,Rainy,44.48,124,446
11717,Event_11717,Conference,Hybrid,Operations,414,2022-11-28,Monday,0,6.2,2.0,1,0.4,Stormy,99.88,390,187
11718,Event_11718,Meetup,Hybrid,HR,338,2024-03-25,Monday,0,4.1,1.8,1,0.72,Rainy,184.53,181,230
11719,Event_11719,Cultural,Hybrid,Leadership,513,2023-07-04,Tuesday,0,2.4,1.5,0,0.46,Stormy,0,168,311
11720,Event_11720,Seminar,Online,Design,72,2023-09-30,Saturday,1,0.5,2.2,1,0.31,Cloudy,0,173,35
11721,Event_11721,Seminar,Offline,HR,407,2023-01-01,Sunday,1,1.7,3.5,0,0.89,Cloudy,0,535,387
11722,Event_11722,Training,Offline,HR,207,2022-12-19,Monday,0,2.6,2.9,1,0.32,Snowy,112.44,470,73
11723,Event_11723,Training,Offline,Design,333,2023-01-15,Sunday,1,6.5,4.5,1,0.31,Rainy,62.12,155,139
11724,Event_11724,Seminar,Hybrid,Leadership,316,2022-07-05,Tuesday,0,2.5,1.1,1,0.3,Rainy,0,182,78
11725,Event_11725,Summit,Offline,Finance,402,2023-07-19,Wednesday,0,3.9,4.2,1,0.37,Rainy,116.83,587,148
11726,Event_11726,Training,Online,Marketing,183,2022-06-19,Sunday,1,4.1,2.7,1,0.94,Snowy,95.93,546,177
11727,Event_11727,Meetup,Online,Operations,342,2023-04-25,Tuesday,0,3.0,4.6,0,0.38,Clear,0,506,150
11728,Event_11728,Conference,Hybrid,Operations,44,2024-01-08,Monday,0,1.7,2.7,1,0.71,Cloudy,84.93,522,32
11729,Event_11729,Sports,Offline,Finance,465,2022-12-23,Friday,0,5.2,1.7,0,0.65,Stormy,55.53,540,370
11730,Event_11730,Conference,Online,Engineering,179,2022-11-30,Wednesday,0,5.8,3.7,1,0.65,Snowy,28.48,206,129
11731,Event_11731,Workshop,Online,Engineering,220,2023-05-03,Wednesday,0,6.5,2.2,0,0.48,Rainy,0.4,403,85
11732,Event_11732,Webinar,Hybrid,Engineering,509,2024-01-18,Thursday,0,0.5,1.4,1,0.38,Clear,0,781,270
11733,Event_11733,Workshop,Hybrid,Leadership,109,2022-09-15,Thursday,0,1.5,3.7,1,0.76,Stormy,187.94,496,85
11734,Event_11734,Sports,Online,Leadership,187,2024-04-23,Tuesday,0,7.4,1.5,1,0.88,Stormy,0.53,656,179
11735,Event_11735,Webinar,Hybrid,Finance,350,2024-02-13,Tuesday,0,6.8,3.7,0,0.82,Stormy,120.71,572,320
11736,Event_11736,Conference,Hybrid,Design,217,2024-06-18,Tuesday,0,6.7,2.9,1,0.93,Cloudy,70.32,467,202
11737,Event_11737,Webinar,Offline,Finance,510,2023-05-08,Monday,0,1.2,2.3,0,0.89,Stormy,165.05,195,192
11738,Event_11738,Webinar,Online,Marketing,441,2024-04-29,Monday,0,1.7,1.5,1,0.61,Snowy,0,296,332
11739,Event_11739,Workshop,Offline,Leadership,270,2022-01-04,Tuesday,0,2.2,4.7,1,0.96,Clear,123.24,786,258
11740,Event_11740,Workshop,Hybrid,Sales,213,2023-09-09,Saturday,1,7.6,2.9,1,0.72,Stormy,0,485,181
11741,Event_11741,Webinar,Hybrid,HR,227,2022-05-22,Sunday,1,4.1,2.7,1,0.74,Clear,9.58,699,215
11742,Event_11742,Workshop,Online,Marketing,334,2022-12-06,Tuesday,0,3.7,2.9,1,0.37,Clear,49.86,164,144
11743,Event_11743,Sports,Hybrid,Operations,115,2023-12-22,Friday,0,0.8,2.7,1,0.92,Stormy,0,187,114
11744,Event_11744,Webinar,Offline,Engineering,524,2023-04-21,Friday,0,1.7,4.5,0,0.87,Clear,0,346,343
11745,Event_11745,Training,Offline,Leadership,512,2023-10-19,Thursday,0,5.0,4.6,0,0.32,Snowy,22.2,697,186
11746,Event_11746,Conference,Hybrid,Engineering,416,2023-08-05,Saturday,1,2.1,4.9,1,0.52,Snowy,0,267,304
11747,Event_11747,Training,Offline,Finance,404,2023-10-17,Tuesday,0,5.1,2.2,0,0.39,Snowy,116.61,605,157
11748,Event_11748,Webinar,Offline,Operations,46,2022-07-14,Thursday,0,0.5,2.1,0,0.33,Cloudy,139.98,515,14
11749,Event_11749,Conference,Offline,Design,249,2022-11-17,Thursday,0,4.2,4.2,1,0.92,Clear,0,662,234
11750,Event_11750,Workshop,Hybrid,Design,582,2023-06-13,Tuesday,0,3.7,4.7,1,0.98,Stormy,0,47,556
11751,Event_11751,Conference,Hybrid,Leadership,30,2022-04-08,Friday,0,5.9,2.3,1,0.63,Snowy,11.18,66,21
11752,Event_11752,Workshop,Offline,Operations,505,2022-07-12,Tuesday,0,6.6,1.1,1,0.44,Stormy,152.71,492,247
11753,Event_11753,Conference,Online,Finance,149,2023-03-11,Saturday,1,3.3,4.8,1,0.99,Rainy,0,114,142
11754,Event_11754,Training,Online,HR,235,2022-02-23,Wednesday,0,5.7,3.3,1,0.81,Clear,130.5,421,199
11755,Event_11755,Conference,Offline,HR,259,2023-06-08,Thursday,0,3.5,2.9,1,0.92,Stormy,0,395,250
11756,Event_11756,Summit,Hybrid,Design,213,2024-02-03,Saturday,1,6.9,3.9,1,0.3,Clear,110.83,305,92
11757,Event_11757,Sports,Offline,Sales,491,2023-02-26,Sunday,1,7.8,2.9,0,0.67,Cloudy,187.22,311,314
11758,Event_11758,Sports,Online,Finance,212,2022-04-24,Sunday,1,3.2,3.9,1,0.63,Rainy,193.74,699,174
11759,Event_11759,Cultural,Online,Engineering,263,2022-07-22,Friday,0,5.3,3.4,1,0.47,Cloudy,0,410,171
11760,Event_11760,Sports,Online,Operations,419,2023-04-17,Monday,0,1.7,2.6,0,0.88,Snowy,0,94,399
11761,Event_11761,Seminar,Online,Leadership,334,2022-12-05,Monday,0,1.4,1.7,1,0.69,Cloudy,82.49,736,245
11762,Event_11762,Summit,Offline,Design,362,2023-01-27,Friday,0,3.4,4.9,0,0.43,Stormy,125.46,434,173
11763,Event_11763,Cultural,Offline,Design,131,2022-04-27,Wednesday,0,5.0,4.9,1,0.94,Rainy,101.74,141,128
11764,Event_11764,Meetup,Hybrid,Sales,467,2024-03-12,Tuesday,0,5.6,3.0,1,0.47,Stormy,198.94,227,237
11765,Event_11765,Conference,Hybrid,Operations,429,2023-12-11,Monday,0,7.7,3.6,1,0.59,Snowy,24.15,619,272
11766,Event_11766,Sports,Online,HR,28,2024-02-25,Sunday,1,5.3,4.4,0,0.81,Clear,82.4,123,21
11767,Event_11767,Cultural,Online,Finance,59,2023-06-19,Monday,0,1.1,2.6,0,0.66,Snowy,2.13,497,52
11768,Event_11768,Training,Online,Design,305,2024-05-27,Monday,0,1.8,3.3,1,0.7,Rainy,9.7,772,199
11769,Event_11769,Conference,Hybrid,Marketing,432,2022-05-07,Saturday,1,4.7,3.6,1,0.54,Snowy,111.2,563,302
11770,Event_11770,Summit,Offline,HR,484,2024-06-06,Thursday,0,3.9,4.2,1,0.59,Stormy,0,738,330
11771,Event_11771,Summit,Offline,Marketing,557,2023-04-18,Tuesday,0,1.8,4.3,1,0.52,Rainy,0,467,293
11772,Event_11772,Conference,Online,Design,327,2022-01-14,Friday,0,3.4,4.3,0,0.32,Snowy,172.04,456,125
11773,Event_11773,Webinar,Hybrid,Operations,317,2023-03-18,Saturday,1,8.0,1.6,0,0.33,Stormy,193.92,450,167
11774,Event_11774,Conference,Hybrid,Leadership,482,2022-05-03,Tuesday,0,7.2,3.9,1,0.88,Rainy,0,263,398
11775,Event_11775,Sports,Online,HR,46,2023-07-31,Monday,0,2.5,4.8,0,0.42,Cloudy,0,616,30
11776,Event_11776,Summit,Hybrid,HR,480,2022-10-20,Thursday,0,6.9,4.8,1,0.83,Rainy,0,183,395
11777,Event_11777,Workshop,Offline,Operations,189,2022-07-05,Tuesday,0,2.3,3.4,1,0.97,Clear,0,399,178
11778,Event_11778,Webinar,Hybrid,HR,102,2023-02-27,Monday,0,4.0,1.6,1,0.68,Rainy,189.6,571,79
11779,Event_11779,Training,Offline,Finance,579,2024-02-14,Wednesday,0,4.9,1.8,0,0.67,Cloudy,0,716,386
11780,Event_11780,Sports,Hybrid,Sales,20,2022-02-24,Thursday,0,4.1,1.8,0,0.88,Rainy,111.1,275,20
11781,Event_11781,Workshop,Hybrid,Finance,277,2023-10-16,Monday,0,1.0,2.8,0,0.43,Rainy,0,123,96
11782,Event_11782,Workshop,Hybrid,Leadership,257,2022-01-10,Monday,0,5.6,2.4,1,0.98,Cloudy,21.91,265,240
11783,Event_11783,Sports,Hybrid,Sales,60,2022-07-16,Saturday,1,2.4,3.1,1,0.89,Rainy,158.87,685,60
11784,Event_11784,Workshop,Offline,HR,443,2024-04-08,Monday,0,6.1,3.9,0,0.85,Cloudy,102.62,320,317
11785,Event_11785,Webinar,Offline,HR,268,2023-06-08,Thursday,0,2.5,1.3,0,0.33,Rainy,163.27,794,92
11786,Event_11786,Training,Offline,HR,234,2023-03-21,Tuesday,0,5.5,2.2,1,0.31,Stormy,0,539,79
11787,Event_11787,Seminar,Hybrid,Leadership,210,2022-06-17,Friday,0,5.8,3.2,0,0.7,Rainy,0,196,127
11788,Event_11788,Training,Offline,Sales,247,2022-11-18,Friday,0,2.2,1.5,0,0.43,Clear,107.07,381,111
11789,Event_11789,Meetup,Offline,Engineering,476,2022-12-12,Monday,0,1.9,1.0,1,0.71,Stormy,0,797,357
11790,Event_11790,Webinar,Online,Operations,570,2022-04-26,Tuesday,0,5.3,2.3,1,0.73,Clear,0,744,502
11791,Event_11791,Workshop,Hybrid,Sales,450,2023-10-27,Friday,0,7.2,1.6,0,0.45,Stormy,0,428,200
11792,Event_11792,Meetup,Hybrid,Operations,263,2023-12-27,Wednesday,0,6.0,4.0,0,0.43,Clear,0,201,113
11793,Event_11793,Training,Hybrid,HR,180,2023-06-26,Monday,0,5.0,2.1,1,0.8,Rainy,0,352,130
11794,Event_11794,Summit,Hybrid,HR,425,2024-01-01,Monday,0,6.2,3.7,1,0.84,Stormy,33.14,787,378
11795,Event_11795,Workshop,Offline,Finance,564,2023-03-15,Wednesday,0,1.7,2.4,1,0.68,Clear,0,281,277
11796,Event_11796,Meetup,Hybrid,Leadership,46,2023-09-19,Tuesday,0,1.4,2.0,0,0.92,Cloudy,45.69,183,45
11797,Event_11797,Cultural,Hybrid,HR,502,2022-02-12,Saturday,1,5.8,1.2,0,0.52,Cloudy,89.04,134,390
11798,Event_11798,Training,Offline,Marketing,411,2024-04-01,Monday,0,0.8,1.0,0,0.99,Clear,0,534,386
11799,Event_11799,Summit,Hybrid,Engineering,261,2022-05-25,Wednesday,0,6.5,4.5,0,0.87,Cloudy,180.08,496,245
11800,Event_11800,Conference,Hybrid,Engineering,211,2024-04-30,Tuesday,0,5.5,2.2,1,0.77,Stormy,0,561,173
11801,Event_11801,Seminar,Hybrid,Finance,419,2024-01-07,Sunday,1,0.7,2.2,0,0.68,Clear,158.03,768,322
11802,Event_11802,Cultural,Online,Leadership,593,2023-01-06,Friday,0,7.9,4.7,1,0.53,Cloudy,0,718,462
